question=['athens' 'greece' 'bangkok' 'thailand'], predicted=thailand
question=['grandfather' 'grandmother' 'he' 'she'], predicted=she
question=['grandfather' 'grandmother' 'his' 'her'], predicted=her
question=['grandfather' 'grandmother' 'man' 'woman'], predicted=woman
question=['grandfather' 'grandmother' 'son' 'daughter'], predicted=daughter
question=['grandfather' 'grandmother' 'sons' 'daughters'], predicted=daughters
question=['grandfather' 'grandmother' 'boy' 'girl'], predicted=girl
question=['grandfather' 'grandmother' 'brother' 'sister'], predicted=sister
question=['grandfather' 'grandmother' 'brothers' 'sisters'], predicted=sisters
question=['grandfather' 'grandmother' 'father' 'mother'], predicted=mother
question=['grandpa' 'grandma' 'he' 'she'], predicted=she
question=['grandpa' 'grandma' 'husband' 'wife'], predicted=wife
question=['grandson' 'granddaughter' 'he' 'she'], predicted=she
question=['grandson' 'granddaughter' 'his' 'her'], predicted=her
question=['grandson' 'granddaughter' 'king' 'queen'], predicted=queen
question=['grandson' 'granddaughter' 'son' 'daughter'], predicted=daughter
question=['grandson' 'granddaughter' 'sons' 'daughters'], predicted=daughters
question=['grandson' 'granddaughter' 'uncle' 'aunt'], predicted=aunt
question=['grandson' 'granddaughter' 'boy' 'girl'], predicted=girl
question=['grandson' 'granddaughter' 'brother' 'sister'], predicted=sister
question=['grandson' 'granddaughter' 'brothers' 'sisters'], predicted=sisters
question=['grandson' 'granddaughter' 'father' 'mother'], predicted=mother
question=['groom' 'bride' 'he' 'she'], predicted=she
question=['groom' 'bride' 'husband' 'wife'], predicted=wife
question=['groom' 'bride' 'son' 'daughter'], predicted=daughter
question=['groom' 'bride' 'boy' 'girl'], predicted=girl
question=['groom' 'bride' 'father' 'mother'], predicted=mother
question=['he' 'she' 'his' 'her'], predicted=her
question=['he' 'she' 'husband' 'wife'], predicted=wife
question=['he' 'she' 'king' 'queen'], predicted=queen
question=['he' 'she' 'man' 'woman'], predicted=woman
question=['he' 'she' 'prince' 'princess'], predicted=princess
question=['he' 'she' 'son' 'daughter'], predicted=daughter
question=['he' 'she' 'sons' 'daughters'], predicted=daughters
question=['he' 'she' 'boy' 'girl'], predicted=girl
question=['he' 'she' 'brother' 'sister'], predicted=sister
question=['he' 'she' 'brothers' 'sisters'], predicted=sisters
question=['he' 'she' 'father' 'mother'], predicted=mother
question=['he' 'she' 'groom' 'bride'], predicted=bride
question=['his' 'her' 'king' 'queen'], predicted=queen
question=['his' 'her' 'prince' 'princess'], predicted=princess
question=['his' 'her' 'son' 'daughter'], predicted=daughter
question=['his' 'her' 'sons' 'daughters'], predicted=daughters
question=['his' 'her' 'boy' 'girl'], predicted=girl
question=['his' 'her' 'brother' 'sister'], predicted=sister
question=['his' 'her' 'brothers' 'sisters'], predicted=sisters
question=['his' 'her' 'father' 'mother'], predicted=mother
question=['his' 'her' 'groom' 'bride'], predicted=bride
question=['his' 'her' 'he' 'she'], predicted=she
question=['husband' 'wife' 'son' 'daughter'], predicted=daughter
question=['husband' 'wife' 'boy' 'girl'], predicted=girl
question=['husband' 'wife' 'he' 'she'], predicted=she
question=['king' 'queen' 'son' 'daughter'], predicted=daughter
question=['king' 'queen' 'sons' 'daughters'], predicted=daughters
question=['king' 'queen' 'uncle' 'aunt'], predicted=aunt
question=['king' 'queen' 'boy' 'girl'], predicted=girl
question=['king' 'queen' 'brother' 'sister'], predicted=sister
question=['king' 'queen' 'brothers' 'sisters'], predicted=sisters
question=['king' 'queen' 'father' 'mother'], predicted=mother
question=['king' 'queen' 'grandfather' 'grandmother'], predicted=grandmother
question=['king' 'queen' 'he' 'she'], predicted=she
question=['king' 'queen' 'his' 'her'], predicted=her
question=['man' 'woman' 'son' 'daughter'], predicted=daughter
question=['man' 'woman' 'sons' 'daughters'], predicted=daughters
question=['man' 'woman' 'boy' 'girl'], predicted=girl
question=['man' 'woman' 'brothers' 'sisters'], predicted=sisters
question=['man' 'woman' 'father' 'mother'], predicted=mother
question=['man' 'woman' 'grandfather' 'grandmother'], predicted=grandmother
question=['man' 'woman' 'he' 'she'], predicted=she
question=['man' 'woman' 'his' 'her'], predicted=her
question=['man' 'woman' 'husband' 'wife'], predicted=wife
question=['man' 'woman' 'king' 'queen'], predicted=queen
question=['nephew' 'niece' 'son' 'daughter'], predicted=daughter
question=['nephew' 'niece' 'sons' 'daughters'], predicted=daughters
question=['nephew' 'niece' 'boy' 'girl'], predicted=girl
question=['nephew' 'niece' 'brothers' 'sisters'], predicted=sisters
question=['nephew' 'niece' 'father' 'mother'], predicted=mother
question=['nephew' 'niece' 'grandfather' 'grandmother'], predicted=grandmother
question=['nephew' 'niece' 'he' 'she'], predicted=she
question=['nephew' 'niece' 'his' 'her'], predicted=her
question=['nephew' 'niece' 'husband' 'wife'], predicted=wife
question=['nephew' 'niece' 'king' 'queen'], predicted=queen
question=['nephew' 'niece' 'man' 'woman'], predicted=woman
question=['prince' 'princess' 'son' 'daughter'], predicted=daughter
question=['prince' 'princess' 'sons' 'daughters'], predicted=daughters
question=['prince' 'princess' 'boy' 'girl'], predicted=girl
question=['prince' 'princess' 'brothers' 'sisters'], predicted=sisters
question=['prince' 'princess' 'father' 'mother'], predicted=mother
question=['prince' 'princess' 'he' 'she'], predicted=she
question=['prince' 'princess' 'his' 'her'], predicted=her
question=['prince' 'princess' 'husband' 'wife'], predicted=wife
question=['prince' 'princess' 'king' 'queen'], predicted=queen
question=['prince' 'princess' 'man' 'woman'], predicted=woman
question=['prince' 'princess' 'nephew' 'niece'], predicted=niece
question=['son' 'daughter' 'sons' 'daughters'], predicted=daughters
question=['son' 'daughter' 'boy' 'girl'], predicted=girl
question=['son' 'daughter' 'brother' 'sister'], predicted=sister
question=['son' 'daughter' 'brothers' 'sisters'], predicted=sisters
question=['son' 'daughter' 'father' 'mother'], predicted=mother
question=['son' 'daughter' 'he' 'she'], predicted=she
question=['son' 'daughter' 'his' 'her'], predicted=her
question=['son' 'daughter' 'husband' 'wife'], predicted=wife
question=['son' 'daughter' 'king' 'queen'], predicted=queen
question=['son' 'daughter' 'man' 'woman'], predicted=woman
question=['son' 'daughter' 'prince' 'princess'], predicted=princess
question=['sons' 'daughters' 'uncle' 'aunt'], predicted=aunt
question=['sons' 'daughters' 'boy' 'girl'], predicted=girl
question=['sons' 'daughters' 'brother' 'sister'], predicted=sister
question=['sons' 'daughters' 'brothers' 'sisters'], predicted=sisters
question=['sons' 'daughters' 'father' 'mother'], predicted=mother
question=['sons' 'daughters' 'grandfather' 'grandmother'], predicted=grandmother
question=['sons' 'daughters' 'he' 'she'], predicted=she
question=['sons' 'daughters' 'his' 'her'], predicted=her
question=['sons' 'daughters' 'husband' 'wife'], predicted=wife
question=['sons' 'daughters' 'king' 'queen'], predicted=queen
question=['sons' 'daughters' 'man' 'woman'], predicted=woman
question=['sons' 'daughters' 'prince' 'princess'], predicted=princess
question=['sons' 'daughters' 'son' 'daughter'], predicted=daughter
question=['stepfather' 'stepmother' 'boy' 'girl'], predicted=girl
question=['stepfather' 'stepmother' 'dad' 'mom'], predicted=mom
question=['stepfather' 'stepmother' 'father' 'mother'], predicted=mother
question=['stepfather' 'stepmother' 'he' 'she'], predicted=she
question=['stepfather' 'stepmother' 'husband' 'wife'], predicted=wife
question=['stepfather' 'stepmother' 'man' 'woman'], predicted=woman
question=['stepson' 'stepdaughter' 'boy' 'girl'], predicted=girl
question=['stepson' 'stepdaughter' 'brother' 'sister'], predicted=sister
question=['stepson' 'stepdaughter' 'brothers' 'sisters'], predicted=sisters
question=['stepson' 'stepdaughter' 'he' 'she'], predicted=she
question=['stepson' 'stepdaughter' 'sons' 'daughters'], predicted=daughters
question=['uncle' 'aunt' 'boy' 'girl'], predicted=girl
question=['uncle' 'aunt' 'brother' 'sister'], predicted=sister
question=['uncle' 'aunt' 'father' 'mother'], predicted=mother
question=['uncle' 'aunt' 'he' 'she'], predicted=she
question=['uncle' 'aunt' 'king' 'queen'], predicted=queen
question=['uncle' 'aunt' 'prince' 'princess'], predicted=princess
question=['uncle' 'aunt' 'son' 'daughter'], predicted=daughter
question=['uncle' 'aunt' 'sons' 'daughters'], predicted=daughters
question=['apparent' 'apparently' 'efficient' 'efficiently'], predicted=efficiently
question=['apparent' 'apparently' 'occasional' 'occasionally'], predicted=occasionally
question=['apparent' 'apparently' 'rare' 'rarely'], predicted=rarely
question=['calm' 'calmly' 'typical' 'typically'], predicted=typically
question=['cheerful' 'cheerfully' 'free' 'freely'], predicted=freely
question=['complete' 'completely' 'slow' 'slowly'], predicted=slowly
question=['complete' 'completely' 'sudden' 'suddenly'], predicted=suddenly
question=['efficient' 'efficiently' 'free' 'freely'], predicted=freely
question=['efficient' 'efficiently' 'safe' 'safely'], predicted=safely
question=['efficient' 'efficiently' 'slow' 'slowly'], predicted=slowly
question=['fortunate' 'fortunately' 'typical' 'typically'], predicted=typically
question=['fortunate' 'fortunately' 'complete' 'completely'], predicted=completely
question=['fortunate' 'fortunately' 'efficient' 'efficiently'], predicted=efficiently
question=['free' 'freely' 'rare' 'rarely'], predicted=rarely
question=['free' 'freely' 'safe' 'safely'], predicted=safely
question=['free' 'freely' 'efficient' 'efficiently'], predicted=efficiently
question=['happy' 'happily' 'efficient' 'efficiently'], predicted=efficiently
question=['immediate' 'immediately' 'occasional' 'occasionally'], predicted=occasionally
question=['immediate' 'immediately' 'sudden' 'suddenly'], predicted=suddenly
question=['immediate' 'immediately' 'typical' 'typically'], predicted=typically
question=['infrequent' 'infrequently' 'rare' 'rarely'], predicted=rarely
question=['infrequent' 'infrequently' 'typical' 'typically'], predicted=typically
question=['infrequent' 'infrequently' 'free' 'freely'], predicted=freely
question=['lucky' 'luckily' 'typical' 'typically'], predicted=typically
question=['obvious' 'obviously' 'free' 'freely'], predicted=freely
question=['occasional' 'occasionally' 'precise' 'precisely'], predicted=precisely
question=['occasional' 'occasionally' 'rare' 'rarely'], predicted=rarely
question=['occasional' 'occasionally' 'typical' 'typically'], predicted=typically
question=['occasional' 'occasionally' 'complete' 'completely'], predicted=completely
question=['possible' 'possibly' 'apparent' 'apparently'], predicted=apparently
question=['possible' 'possibly' 'free' 'freely'], predicted=freely
question=['precise' 'precisely' 'typical' 'typically'], predicted=typically
question=['precise' 'precisely' 'efficient' 'efficiently'], predicted=efficiently
question=['precise' 'precisely' 'occasional' 'occasionally'], predicted=occasionally
question=['professional' 'professionally' 'typical' 'typically'], predicted=typically
question=['professional' 'professionally' 'efficient' 'efficiently'], predicted=efficiently
question=['quick' 'quickly' 'rapid' 'rapidly'], predicted=rapidly
question=['quick' 'quickly' 'slow' 'slowly'], predicted=slowly
question=['quick' 'quickly' 'sudden' 'suddenly'], predicted=suddenly
question=['quiet' 'quietly' 'slow' 'slowly'], predicted=slowly
question=['quiet' 'quietly' 'typical' 'typically'], predicted=typically
question=['quiet' 'quietly' 'efficient' 'efficiently'], predicted=efficiently
question=['quiet' 'quietly' 'free' 'freely'], predicted=freely
question=['rapid' 'rapidly' 'slow' 'slowly'], predicted=slowly
question=['rapid' 'rapidly' 'sudden' 'suddenly'], predicted=suddenly
question=['rapid' 'rapidly' 'quick' 'quickly'], predicted=quickly
question=['rare' 'rarely' 'typical' 'typically'], predicted=typically
question=['rare' 'rarely' 'precise' 'precisely'], predicted=precisely
question=['safe' 'safely' 'slow' 'slowly'], predicted=slowly
question=['safe' 'safely' 'typical' 'typically'], predicted=typically
question=['safe' 'safely' 'efficient' 'efficiently'], predicted=efficiently
question=['serious' 'seriously' 'efficient' 'efficiently'], predicted=efficiently
question=['slow' 'slowly' 'sudden' 'suddenly'], predicted=suddenly
question=['slow' 'slowly' 'precise' 'precisely'], predicted=precisely
question=['slow' 'slowly' 'quick' 'quickly'], predicted=quickly
question=['slow' 'slowly' 'rapid' 'rapidly'], predicted=rapidly
question=['slow' 'slowly' 'rare' 'rarely'], predicted=rarely
question=['sudden' 'suddenly' 'typical' 'typically'], predicted=typically
question=['sudden' 'suddenly' 'occasional' 'occasionally'], predicted=occasionally
question=['sudden' 'suddenly' 'quick' 'quickly'], predicted=quickly
question=['sudden' 'suddenly' 'rapid' 'rapidly'], predicted=rapidly
question=['sudden' 'suddenly' 'rare' 'rarely'], predicted=rarely
question=['sudden' 'suddenly' 'slow' 'slowly'], predicted=slowly
question=['swift' 'swiftly' 'typical' 'typically'], predicted=typically
question=['swift' 'swiftly' 'efficient' 'efficiently'], predicted=efficiently
question=['swift' 'swiftly' 'rapid' 'rapidly'], predicted=rapidly
question=['typical' 'typically' 'usual' 'usually'], predicted=usually
question=['typical' 'typically' 'precise' 'precisely'], predicted=precisely
question=['typical' 'typically' 'rare' 'rarely'], predicted=rarely
question=['unfortunate' 'unfortunately' 'efficient' 'efficiently'], predicted=efficiently
question=['usual' 'usually' 'typical' 'typically'], predicted=typically
question=['certain' 'uncertain' 'clear' 'unclear'], predicted=unclear
question=['certain' 'uncertain' 'rational' 'irrational'], predicted=irrational
question=['clear' 'unclear' 'rational' 'irrational'], predicted=irrational
question=['comfortable' 'uncomfortable' 'fortunate' 'unfortunate'], predicted=unfortunate
question=['comfortable' 'uncomfortable' 'likely' 'unlikely'], predicted=unlikely
question=['comfortable' 'uncomfortable' 'productive' 'unproductive'], predicted=unproductive
question=['comfortable' 'uncomfortable' 'rational' 'irrational'], predicted=irrational
question=['comfortable' 'uncomfortable' 'acceptable' 'unacceptable'], predicted=unacceptable
question=['comfortable' 'uncomfortable' 'aware' 'unaware'], predicted=unaware
question=['competitive' 'uncompetitive' 'rational' 'irrational'], predicted=irrational
question=['competitive' 'uncompetitive' 'aware' 'unaware'], predicted=unaware
